232
111	4901.29531	56.05260343	-1233.716611
112	4902.662831	55.81507233	-833.8332436
113	4902.709734	56.96498985	-439.1330393
114	4903.43502	58.51884538	-53.63835066
115	4903.862791	60.32157403	334.4605268
116	4903.620865	60.9546345	732.6472816
117	4902.393547	61.47304126	1116.819038
118	4900.671419	59.64785387	1514.202636
119	4899.204013	59.4981504	1894.020413
121	4887.700348	952.7018087	-1226.275374
122	4888.158082	952.6311379	-822.2848809
123	4888.479265	951.8315252	-430.2938516
124	4888.247328	952.5808836	-37.97285414
125	4887.702414	951.6937922	348.2048181
126	4887.136888	952.243984	750.7850675
127	4886.425302	951.3418532	1131.572501
128	4885.515304	952.8807221	1512.945868
129	4884.297707	951.2471391	1894.655856
131	4878.264433	1947.372086	-1228.160742
132	4879.463621	1946.867638	-877.7147132
133	4879.79743	1947.249018	-510.6714611
134	4879.746615	1949.606872	-119.1968567
135	4879.755313	1947.214386	178.6479402
136	4879.003054	1946.369927	485.4848609
137	4878.809124	1946.975289	788.6265107
138	4878.040291	1946.194197	1186.228297
139	4877.047021	1946.099408	1579.059132
130	4876.460142	1946.188625	1907.852183
141	4874.499066	2850.098209	-1233.002179
142	4874.508352	2849.577254	-882.2506475
143	4873.976014	2849.667138	-506.4044442
144	4872.317953	2847.815043	-119.1820688
145	4872.419806	2849.117044	177.9036857
146	4872.344622	2848.285424	483.8727315
147	4872.165692	2847.247542	778.8030007
148	4871.573804	2848.02971	1172.524458
149	4871.335542	2847.768416	1521.81173
140	4871.88787	2847.134299	1903.879776
151	4870.81199	3649.858206	-1223.880347
152	4869.381178	3649.366677	-879.4344563
153	4868.718398	3649.904045	-503.4849785
154	4866.552561	3647.758948	-117.5946442
155	4867.037144	3646.524837	180.3174532
156	4866.694377	3647.299622	481.2866457
157	4866.721909	3647.742167	780.0148871
158	4866.756105	3645.284716	1174.345197
159	4865.208855	3646.670717	1522.71193
150	4866.648905	3648.938633	1900.315138
161	4869.702783	4588.975757	-1234.830134
162	4867.312554	4587.817208	-872.560538
163	4866.320102	4587.45429	-465.2045734
164	4865.715299	4587.380939	-76.10559192
165	4865.486866	4586.359183	309.5468644
166	4865.290824	4587.136686	721.1765602
167	4865.373576	4586.644424	1110.199002
168	4864.503006	4587.382975	1526.79661
169	4865.848614	4587.87648	1900.19273
171	4865.842348	5441.427736	-1237.975158
172	4867.433005	5438.760691	-870.8047108
173	4866.131525	5437.43376	-462.1637323
174	4866.531601	5437.093042	-72.05425104
175	4865.44035	5436.20266	314.4152154
176	4865.795105	5435.806157	728.7835713
177	4865.793813	5434.754816	1116.013566
178	4864.721298	5434.458105	1531.566758
179	4864.856856	5435.524202	1901.997822
210	5334.87723	1136.276694	-1233.170171
211	5333.997859	1136.017759	-835.8193287
212	5332.852039	1135.954809	-437.1706042
213	5332.534893	1136.053464	-60.96186875
214	5332.019451	1137.019238	330.4799631
215	5330.927265	1135.642076	732.2227873
216	5330.695284	1136.332938	1110.200222
217	5331.468005	1140.43674	1486.244995
218	5331.23239	1140.262006	1891.838809
220	5262.910044	2532.145602	-1242.63296
221	5262.259795	2533.491815	-856.0294338
222	5260.944069	2533.645425	-448.0147589
223	5260.091353	2534.535524	-43.0026009
224	5259.163715	2533.984873	372.4908107
225	5258.939387	2535.766668	785.7390162
226	5258.766587	2534.860119	1174.937781
227	5257.767899	2534.666161	1585.271325
228	5257.540577	2532.00475	1901.490532
310	5959.880999	157.229499	-1252.66781
311	5959.830537	156.1612394	-872.1644769
312	5959.966636	155.2756859	-476.0669828
313	5959.590309	155.3164784	-94.68417388
314	5959.082468	156.7733297	316.7030121
315	5958.209047	156.961367	692.4686696
316	5957.562695	156.0902556	1079.236247
317	5956.434057	157.1168909	1510.178121
318	5953.565452	155.0424836	1898.248888
320	5953.450379	957.3186764	-1254.986218
321	5953.24704	957.1512614	-871.9821234
322	5952.853138	957.6193707	-480.704963
323	5952.965564	957.9897908	-105.3501211
324	5952.255043	958.2099849	315.451715
325	5951.615629	958.3113053	690.5194
326	5951.137895	957.6364723	1081.220435
327	5950.555764	957.0855431	1509.189593
328	5949.856436	955.4905652	1903.521712
330	5950.262158	1850.110829	-1224.986573
331	5949.252351	1851.22668	-878.2473962
332	5947.935601	1849.877622	-507.2018692
333	5946.471969	1849.23429	-138.3224591
334	5946.056317	1850.744404	164.287367
335	5944.952102	1847.209741	472.3277394
336	5944.784029	1849.885272	771.8196127
337	5943.994895	1850.924644	1110.110325
338	5944.389781	1850.181429	1527.587134
339	5945.370201	1850.575109	1909.311609
340	5943.705404	2694.796392	-1220.230722
341	5944.530689	2694.998584	-870.6522157
342	5943.364089	2694.869177	-492.5847475
343	5942.068583	2693.554187	-108.609991
344	5941.119955	2694.962914	197.2399714
345	5941.460923	2693.757939	483.6296218
346	5941.675665	2693.209397	776.1549185
347	5941.298555	2695.332202	1165.29071
348	5940.909937	2693.874465	1543.141268
349	5940.447996	2695.146022	1911.086125
350	5936.934237	3695.262352	-1207.249198
351	5937.576016	3695.412199	-871.8663769
352	5936.679095	3695.822363	-493.7706105
353	5937.423048	3694.989532	-114.4300337
354	5936.282726	3694.361732	192.6747322
355	5935.844127	3694.120715	487.1813982
356	5936.262454	3693.838079	791.9378245
357	5934.0994	3693.204528	1168.543956
358	5935.209658	3691.688287	1553.786755
359	5934.397155	3690.823807	1901.622949
360	5934.30887	4537.414634	-1250.906441
361	5933.713469	4537.175922	-872.9068129
362	5931.55758	4537.80411	-482.2471944
363	5932.062597	4536.75678	-87.28046236
364	5929.7411	4538.426856	302.3727923
365	5930.527236	4536.731003	708.5437658
366	5928.283455	4537.586971	1113.48814
367	5929.901509	4536.088275	1499.230212
368	5931.436939	4533.193567	1909.667697
370	5928.375546	5337.395997	-1210.933775
371	5928.508661	5336.47514	-881.1671501
372	5926.561698	5335.461241	-491.9051602
373	5925.288008	5333.581308	-102.7547427
374	5926.138613	5336.661857	303.3880852
375	5926.818164	5335.291571	701.5990362
376	5925.038635	5334.768809	1103.258551
377	5924.705199	5334.28396	1497.823459
378	5926.006014	5332.701355	1906.33537
400	7012.495536	-312.5659254	-1458.527513
401	7028.241952	-333.7639821	-832.2673919
402	7029.115484	-342.2234384	-232.5929864
403	7030.950119	-349.1705664	369.4987113
404	7029.813109	-362.5219455	968.6112537
405	7027.097272	-338.834989	1572.086598
406	6956.452739	-331.64772	1972.18048
410	7016.255169	279.9195353	-1458.569972
411	7028.445422	249.1813634	-832.12238
412	7028.470366	251.0212151	-231.8378894
413	7029.647095	238.0440129	364.7769868
414	7028.862213	238.9317463	970.2950409
415	7026.207551	254.5422135	1571.158064
416	6958.513778	233.5783875	1955.484242
420	7016.180939	850.6586979	-1456.1613
421	7027.208026	831.2973744	-830.3446846
422	7027.284288	828.4564851	-231.6849631
423	7027.798069	817.4732153	366.8867822
424	7027.386732	813.5875207	969.7022115
425	7025.673622	827.3738894	1571.258132
426	6960.775801	826.9531478	1972.27066
430	7016.563338	1405.456453	-1456.746918
431	7025.872054	1406.153691	-839.2269833
432	7025.91492	1409.882484	-235.2460427
433	7025.478993	1417.187631	368.604994
434	7025.19392	1415.62732	971.5629983
435	7024.708502	1423.010583	1571.693479
436	6960.059559	1421.211732	1972.36345
440	7013.151593	2049.930958	-1451.430165
441	7023.819268	2091.872688	-830.0946422
442	7024.389887	2050.504803	-230.8341225
443	7024.281252	2074.974325	369.0178205
444	7024.338028	2064.707333	970.3628543
445	7023.588629	2053.491751	1571.946817
446	6958.228667	2026.118519	1947.075008
450	7013.35586	2655.939916	-1455.252866
451	7023.473315	2670.290729	-830.5659198
452	7023.767309	2665.853224	-228.9837313
453	7023.339822	2678.912857	370.1026137
454	7023.457384	2683.292009	969.6199759
455	7023.345709	2686.287497	1570.347516
456	6957.527937	2652.504325	1964.924858
460	7011.214829	3256.840447	-1454.90759
461	7022.301025	3272.706426	-831.9817808
462	7022.329764	3266.191238	-228.4558021
463	7022.410683	3275.750005	369.9458567
464	7022.572462	3274.103189	971.9799605
465	7021.648469	3275.871133	1569.850044
466	6957.482361	3255.181207	1944.430312
470	7009.67059	3918.399823	-1454.962454
471	7021.047363	3895.090208	-832.1799931
472	7021.333708	3896.112741	-231.0720801
473	7020.940826	3875.816414	369.3891885
474	7020.807467	3868.844244	969.8465904
475	7019.964706	3860.849488	1568.737815
476	6955.91458	3849.737451	1973.818146
480	7009.587135	4491.913837	-1454.780269
481	7020.308232	4475.411161	-832.2512226
482	7019.903219	4467.017859	-230.2237113
483	7019.505232	4457.578254	370.28995
484	7019.412743	4475.960327	968.7134314
485	7017.679332	4483.967446	1571.245227
486	6954.355754	4471.461889	1962.393965
490	7009.061262	5095.292975	-1452.520914
491	7019.059889	5097.65838	-832.9280872
492	7017.497194	5081.79003	-230.6751366
493	7017.877271	5076.27671	368.1644415
494	7018.010825	5045.647274	970.0511185
495	7015.903754	5034.021334	1571.0069
496	6951.087729	5033.804273	1975.410142
500	7007.912444	5674.032147	-1451.036869
501	7017.753636	5674.557626	-832.6911037
502	7014.846217	5677.81652	-233.3512792
503	7015.386626	5675.541094	368.6098573
504	7016.282672	5677.16372	967.6138742
505	7015.176387	5683.765852	1567.00718
506	6948.957932	5684.877514	1963.546654
510	7007.644467	6106.957908	-1453.581747
511	7017.280545	6114.469624	-832.9298344
512	7014.923704	6105.470088	-232.1838164
514	7016.006442	6102.993796	966.3697733
515	7015.053884	6101.439342	1565.760293
