0.363574,-0.129481,-0.958023,0.426592,0.151118,0.033292,3635.191000,-342.771180,230.278254
0.283042,-0.080157,-0.145705,0.525734,0.093770,0.031723,3783.397313,88.177363,24.848483
0.636752,-0.137380,-1.133530,0.522962,0.078144,0.030359,3665.745211,48.788447,-49.984370
0.093815,-0.075768,-1.711816,0.250780,0.116053,0.040508,3301.666868,-1076.873490,104.353888
0.253692,-0.087933,-0.076069,0.527042,0.076855,0.031869,3794.655444,92.755311,-39.726063
0.333459,-0.140070,-0.845915,0.457466,0.139622,0.032976,3685.530455,-223.221661,189.248350
0.257054,-0.090121,-0.065907,0.530039,0.080461,0.031974,3793.852221,106.574551,-26.992084
0.247573,-0.090334,-0.062171,0.525132,0.076066,0.031935,3797.414699,85.075731,-42.676485
0.250976,-0.085984,-0.071711,0.528008,0.074462,0.031822,3795.549290,96.646069,-48.779975
0.333459,-0.140070,-0.845915,0.457466,0.139622,0.032976,3685.530455,-223.221661,189.248350
0.305487,-0.074527,-0.185981,0.512493,0.082556,0.033282,3769.285445,36.077399,-15.265462
